pdb_id,true_affinity,pred_mean,pred_std,residual_mean,mae_mean,ligand_size,pocket_size
2mwy,6.823908805847168,5.300889015197754,,-1.523019790649414,1.523019790649414,249,29
2n27,6.552842140197754,7.119359493255615,0.12974418410636002,0.5665173530578613,0.5665173530578613,49,29
2n9x,6.397940158843994,5.197952747344971,,-1.1999874114990234,1.1999874114990234,261,31
2nd0,3.197226285934448,5.205522537231445,,2.008296251296997,2.008296251296997,314,35
2ndf,4.225482940673828,5.3593339920043945,0.06398093908826566,1.1338510513305664,1.1338510513305664,205,25
2ndg,4.712198257446289,6.009622097015381,,1.2974238395690918,1.2974238395690918,209,24
2ndo,3.24795150756836,6.310083389282227,,3.062131881713867,3.062131881713867,29,15
2x24,6.481485843658447,6.784758567810059,,0.3032727241516113,0.3032727241516113,76,39
2x6y,4.585026741027832,4.991484880447388,0.28750253548094107,0.40645813941955566,0.40645813941955566,140,56
2x85,3.8894102573394775,5.949499607086182,,2.060089349746704,2.060089349746704,140,55
2xhs,6.004364967346191,5.556978464126587,0.2561385366930742,-0.4473865032196045,0.4473865032196045,145,18
2xiy,2.443697452545166,6.852824687957764,,4.409127235412598,4.409127235412598,20,22
2xiz,3.886056661605835,5.553990364074707,,1.667933702468872,1.667933702468872,17,19
2xj2,7.180456161499023,7.302144050598144,,0.1216878890991211,0.1216878890991211,47,29
2xk1,5.744727611541748,8.27938175201416,,2.534654140472412,2.534654140472412,39,22
2xln,4.481485843658447,4.960462093353272,,0.4789762496948242,0.4789762496948242,34,24
2xm1,5.070580959320068,4.8174216747283936,0.1646731319286724,-0.2531592845916748,0.2531592845916748,29,26
2xm8,6.79587984085083,8.79785442352295,,2.001974582672119,2.001974582672119,42,30
2xn5,6.688246250152588,5.137333869934082,,-1.550912380218506,1.550912380218506,31,30
2xn6,8.795880317687988,5.210510730743408,,-3.58536958694458,3.58536958694458,71,26
2xn7,10.0,5.354665756225586,,-4.645334243774414,4.645334243774414,71,30
2xno,5.9281182289123535,7.374143918355306,0.17749287524178592,1.4460256894429524,1.4460256894429524,67,31
2xnp,6.443697452545166,6.808116912841797,,0.3644194602966308,0.3644194602966308,69,35
2xo8,4.3260579109191895,4.575864791870117,,0.2498068809509277,0.2498068809509277,21,20
2xp6,4.698969841003418,6.363963127136231,,1.6649932861328125,1.6649932861328125,24,21
2xp7,5.7695512771606445,3.612404108047485,,-2.157147169113159,2.157147169113159,23,20
2xp8,4.823908805847168,6.325952053070068,,1.5020432472229004,1.5020432472229004,36,21
2xpc,3.903090000152588,5.839902400970459,,1.936812400817871,1.936812400817871,58,35
2xpk,11.301030158996582,6.4331605434417725,0.07608585115538252,-4.86786961555481,4.86786961555481,53,36
2xqq,4.8181562423706055,5.951379776000977,,1.133223533630371,1.133223533630371,109,34
2xrw,5.148741722106934,6.340307235717773,,1.1915655136108398,1.1915655136108398,198,25
2xu4,6.468521118164063,8.853806495666504,,2.3852853775024414,2.3852853775024414,58,29
2xv1,5.987162590026856,4.429035186767578,,-1.5581274032592771,1.5581274032592771,69,27
2xvd,8.698969841003418,9.482794761657717,,0.7838249206542969,0.7838249206542969,69,35
2xx2,7.301030158996582,7.721262454986572,0.1301885804770589,0.42023229598999023,0.42023229598999023,45,29
2xxn,6.408935546875,5.057066440582275,,-1.3518691062927246,1.3518691062927246,209,26
2xy9,9.187087059020996,6.574294805526733,1.422922449974598,-2.6127922534942627,2.6127922534942627,88,48
2xzc,5.638272285461426,5.9439616203308105,,0.3056893348693847,0.3056893348693847,39,27
2y07,6.221848964691162,5.719587802886963,0.5929610361965273,-0.5022611618041992,0.5022611618041992,100,23
2y1d,6.823908805847168,5.0771164894104,,-1.7467923164367676,1.7467923164367676,30,23
2y1g,6.15490198135376,5.507880687713623,,-0.6470212936401367,0.6470212936401367,33,28
2y1n,4.7695512771606445,5.377696514129639,,0.6081452369689941,0.6081452369689941,124,32
2y1w,6.332547187805176,5.938952445983887,,-0.393594741821289,0.393594741821289,57,34
2y2i,4.585026741027832,4.31830358505249,,-0.2667231559753418,0.2667231559753418,25,29
2y2p,4.698969841003418,6.852479934692383,,2.153510093688965,2.153510093688965,36,26
2y4a,4.376750946044922,7.433432579040527,,3.056681632995605,3.056681632995605,23,21
2y4s,6.15490198135376,4.014956951141357,,-2.1399450302124023,2.1399450302124023,147,32
2y56,6.508638381958008,7.027667999267578,,0.5190296173095703,0.5190296173095703,52,26
2y57,6.886056423187256,7.401930332183838,,0.515873908996582,0.515873908996582,51,35
2y5k,6.6575775146484375,7.783220767974853,,1.125643253326416,1.125643253326416,53,37
2y6c,5.0,6.119137763977051,,1.1191377639770508,1.1191377639770508,42,27
2y6d,7.102373123168945,5.998551368713379,,-1.1038217544555664,1.1038217544555664,56,33
2y7i,5.537601947784424,5.597806930541992,,0.0602049827575683,0.0602049827575683,27,28
2y7p,5.468521118164063,5.24726128578186,0.6820894234348451,-0.22125983238220215,0.48231005668640137,15,20
2y80,8.045757293701172,8.586448669433594,,0.5406913757324219,0.5406913757324219,60,34
2y82,8.397939682006836,7.954441070556641,0.6160817266953875,-0.4434986114501953,0.4434986114501953,57,34
2y8l,5.823908805847168,5.130239248275757,0.10107185165179285,-0.6936695575714111,0.6936695575714111,39,26
2y9g,3.7695510387420654,4.527504920959473,,0.7579538822174072,0.7579538822174072,45,15
2y9q,6.15490198135376,4.753443717956543,,-1.4014582633972168,1.4014582633972168,298,33
2ya6,5.698969841003418,4.147644519805908,,-1.5513253211975098,1.5513253211975098,36,28
2ya7,3.142667531967163,4.711350440979004,0.20275129227171873,1.5686829090118408,1.5686829090118408,43,32
2yak,8.698969841003418,7.670024712880452,0.6822402383147658,-1.0289451281229656,1.0289451281229656,66,34
2yaz,5.136677265167236,4.868443965911865,,-0.2682332992553711,0.2682332992553711,31,25
2yb9,9.221848487854004,7.321683883666992,,-1.900164604187012,1.900164604187012,60,35
2ybk,4.619788646697998,4.3805952072143555,0.379873928900933,-0.23919343948364263,0.2686114311218261,16,19
2ybs,4.585026741027832,5.236403942108154,,0.6513772010803223,0.6513772010803223,16,22
2yc0,2.823908805847168,4.842116832733154,,2.0182080268859863,2.0182080268859863,16,19
2yc3,6.853871822357178,5.562535047531128,0.5678370721419373,-1.2913367748260498,1.2913367748260498,27,27
2ycf,10.522878646850586,8.591328620910645,,-1.9315500259399412,1.9315500259399412,60,38
2ycm,3.5622494220733643,6.623574733734131,,3.0613253116607666,3.0613253116607666,32,28
2ycr,7.157390594482422,9.448735237121582,,2.29134464263916,2.29134464263916,62,42
2yde,3.7235381603240967,3.625675916671753,,-0.0978622436523437,0.0978622436523437,16,19
2ydo,7.5100417137146,7.51966667175293,,0.00962495803833,0.00962495803833,32,32
2ydv,7.86012077331543,7.23750638961792,0.781416732733075,-0.6226143836975098,0.6226143836975098,38,37
2ydw,7.337242126464844,6.5639262199401855,0.4909561628362453,-0.7733159065246581,0.7733159065246581,53,24
2yer,7.698969841003418,7.314365863800049,,-0.3846039772033691,0.3846039772033691,33,26
2yga,4.610834121704102,6.005544662475586,,1.3947105407714844,1.3947105407714844,80,32
2ygu,6.492144107818604,5.812336444854736,,-0.6798076629638672,0.6798076629638672,23,27
2yhw,5.602059841156006,5.790064811706543,,0.1880049705505371,0.1880049705505371,30,33
2yi5,7.408935546875,6.919905185699463,,-0.4890303611755371,0.4890303611755371,39,30
2yi7,8.318758964538574,7.849379539489746,0.4367532926025071,-0.4693794250488281,0.4693794250488281,36,34
2yig,7.100179672241211,6.476924419403076,0.7383352357096034,-0.6232552528381348,0.6232552528381348,62,32
2yim,3.92081880569458,6.201748847961426,,2.2809300422668457,2.2809300422668457,93,47
2yiq,7.897223472595215,6.891706466674805,,-1.0055170059204102,1.0055170059204102,48,33
2yis,8.769551277160645,7.097116947174072,,-1.6724343299865725,1.6724343299865725,82,56
2yiv,2.779891967773437,6.700777053833008,,3.9208850860595694,3.9208850860595694,20,23
2yix,8.481486320495605,7.673967599868774,0.14332187564784185,-0.807518720626831,0.807518720626831,49,39
2yj9,7.022276401519775,7.625858306884766,1.0978518996049866,0.6035819053649902,0.7762985229492188,61,30
2yke,5.958607196807861,5.777198791503906,,-0.181408405303955,0.181408405303955,54,40
2yki,9.455931663513184,5.295323371887207,,-4.160608291625977,4.160608291625977,52,37
2ykj,6.214670181274414,6.729130744934082,,0.514460563659668,0.514460563659668,50,35
2yln,7.677780628204346,6.049101829528809,,-1.628678798675537,1.628678798675537,26,25
2ylp,4.301030158996582,5.438787937164307,,1.1377577781677246,1.1377577781677246,31,19
2ylq,4.301030158996582,5.762733459472656,,1.4617033004760742,1.4617033004760742,44,19
2ym8,7.886056423187256,6.503238677978516,,-1.3828177452087402,1.3828177452087402,47,27
2ymt,8.0,5.532530784606934,,-2.4674692153930664,2.4674692153930664,105,23
2ynd,7.494850158691406,6.912654399871826,,-0.5821957588195801,0.5821957588195801,57,36
2yne,8.568635940551758,7.396880865097046,0.7458748011460202,-1.171755075454712,1.171755075454712,56,39
2ynn,5.1674909591674805,5.523273468017578,,0.3557825088500976,0.3557825088500976,134,25
2yof,4.602059841156006,6.037975311279297,,1.435915470123291,1.435915470123291,49,32
2yoj,8.301030158996582,7.267440795898437,,-1.0335893630981443,1.0335893630981443,49,29
2ypp,4.408935546875,6.121321201324463,,1.712385654449463,1.712385654449463,24,29
2yq6,7.346787452697754,5.653448581695557,,-1.6933388710021973,1.6933388710021973,297,41
3ai8,3.8113527297973633,3.4027278423309326,,-0.4086248874664306,0.4086248874664306,20,21
3aje,5.031517028808594,5.573320865631104,,0.5418038368225098,0.5418038368225098,17,22
3alt,2.924453020095825,3.9601337909698486,,1.0356807708740234,1.0356807708740234,45,17
3ama,6.527243614196777,5.417407512664795,,-1.1098361015319824,1.1098361015319824,41,31
3ao4,2.0705809593200684,6.198395252227783,,4.127814292907715,4.127814292907715,27,27
3ao5,2.2291479110717773,3.713078498840332,,1.483930587768555,1.483930587768555,28,23
3apc,7.443697452545166,6.880054473876953,0.8593425467070491,-0.5636429786682129,0.6076469421386719,45,33
3aqa,4.552842140197754,6.7144694328308105,,2.1616272926330566,2.1616272926330566,40,19
3aqt,6.721246242523193,5.457778930664063,,-1.2634673118591309,1.2634673118591309,14,23
3arb,6.630784034729004,6.939823150634766,0.21648585985300708,0.3090391159057617,0.3090391159057617,126,65
3arf,7.193819999694824,7.083362420399983,0.1343289616705134,-0.11045757929484046,0.13354285558064774,137,72
3arg,7.259637355804443,6.726675987243652,,-0.532961368560791,0.532961368560791,137,64
3arp,7.15490198135376,6.150379180908203,,-1.0045228004455566,1.0045228004455566,74,31
3arr,5.397940158843994,5.952354907989502,0.13701299818794285,0.5544147491455078,0.5544147491455078,38,21
3art,4.431798458099365,5.167255401611328,,0.7354569435119629,0.7354569435119629,74,18
3arv,5.638272285461426,6.239117622375488,,0.6008453369140625,0.6008453369140625,39,20
3arw,6.15490198135376,5.6507978439331055,,-0.5041041374206543,0.5041041374206543,44,22
3arx,5.327902317047119,6.072828769683838,,0.7449264526367188,0.7449264526367188,44,24
3as0,4.552842140197754,2.987065315246582,,-1.565776824951172,1.565776824951172,39,15
3as1,4.022276401519775,2.80872130393982,,-1.213555097579956,1.213555097579956,44,15
3asx,7.698969841003418,5.900894641876221,,-1.7980751991271973,1.7980751991271973,70,39
3at3,8.036211967468262,6.678941249847412,,-1.3572707176208496,1.3572707176208496,53,32
3at4,8.09691047668457,8.653639793395996,,0.5567293167114258,0.5567293167114258,47,29
3atl,4.764471530914307,4.698014736175537,,-0.0664567947387695,0.0664567947387695,18,25
3atu,8.301030158996582,4.423581123352051,,-3.8774490356445312,3.8774490356445312,39,38
3au6,7.92081880569458,5.5767130851745605,,-2.3441057205200195,2.3441057205200195,43,26
3avf,3.53017807006836,4.664170265197754,,1.1339921951293943,1.1339921951293943,129,24
3avz,7.187086582183838,6.490478992462158,,-0.6966075897216797,0.6966075897216797,88,34
3axm,5.070580959320068,5.046552658081055,,-0.0240283012390136,0.0240283012390136,27,25
3ay0,3.0409586429595947,4.731903076171875,,1.6909444332122805,1.6909444332122805,32,25
3ay9,8.341988563537598,5.20528507232666,,-3.136703491210937,3.136703491210937,39,38
3aya,4.327902317047119,4.209634780883789,,-0.11826753616333,0.11826753616333,65,16
3ayc,4.2441253662109375,4.567106246948242,,0.3229808807373047,0.3229808807373047,129,18
3ayd,4.187086582183838,4.390000820159912,,0.2029142379760742,0.2029142379760742,63,18
3aza,5.130768299102783,5.8098978996276855,0.1694647228421789,0.6791296005249023,0.6791296005249023,31,35
3b24,4.376750946044922,6.340837478637695,,1.9640865325927732,1.9640865325927732,21,25
3b25,6.065501689910889,7.828659534454346,,1.763157844543457,1.763157844543457,31,28
3hau,6.376750946044922,7.082345008850098,,0.7055940628051758,0.7055940628051758,123,48
3iaw,5.804100513458252,6.695548057556152,,0.8914475440979004,0.8914475440979004,123,46
3l9n,8.06550121307373,8.012399673461914,,-0.0531015396118164,0.0531015396118164,47,38
3lkj,4.602059841156006,7.475488901138306,0.19469584940952858,2.8734290599823,2.8734290599823,132,60
3ll8,6.397940158843994,5.517601013183594,,-0.8803391456604004,0.8803391456604004,173,30
3lox,8.09691047668457,6.658183097839356,,-1.4387273788452148,1.4387273788452148,89,30
3lrh,7.346787452697754,5.847876071929932,,-1.4989113807678225,1.4989113807678225,243,32
3m3z,5.732828140258789,4.5698935985565186,0.4632171301951034,-1.1629345417022705,1.1629345417022705,46,28
3m6p,8.346787452697754,7.258108854293823,0.03572265727346921,-1.0886785984039307,1.0886785984039307,62,29
3m6q,7.318758964538574,6.9869771003723145,,-0.3317818641662597,0.3317818641662597,62,29
3m94,5.07572078704834,5.939193407694499,1.1606773687015204,0.8634726206461588,1.0387264887491863,51,15
3mam,4.119186401367188,4.499669551849365,,0.3804831504821777,0.3804831504821777,19,16
3mbz,5.79587984085083,5.355278968811035,,-0.4406008720397949,0.4406008720397949,46,27
3mg8,8.920818328857422,7.148211479187012,,-1.7726068496704102,1.7726068496704102,86,39
3mmf,7.431798458099365,6.879057884216309,,-0.5527405738830566,0.5527405738830566,35,21
3mqf,5.2441253662109375,4.327080249786377,,-0.9170451164245604,0.9170451164245604,42,37
3mrv,3.744727611541748,4.004905223846436,,0.2601776123046875,0.2601776123046875,43,29
3ms4,3.2804200649261475,4.527266502380371,,1.2468464374542236,1.2468464374542236,45,28
3mtb,4.634511947631836,3.743364095687866,,-0.8911478519439697,0.8911478519439697,42,28
3muz,3.4559319019317627,5.8485047817230225,0.7769953597368882,2.3925728797912598,2.3925728797912598,33,22
3mw1,9.086186408996582,6.517115592956543,,-2.569070816040039,2.569070816040039,53,33
3myq,7.522878646850586,6.809301853179932,,-0.7135767936706543,0.7135767936706543,41,27
3n2p,7.823908805847168,6.341526508331299,,-1.4823822975158691,1.4823822975158691,35,23
3n75,7.892789840698242,5.014804840087891,0.32590101187267023,-2.8779850006103516,2.8779850006103516,48,19
3n7a,3.698970079421997,5.258824348449707,,1.55985426902771,1.55985426902771,21,25
3n7h,4.50445556640625,7.383284091949463,,2.878828525543213,2.878828525543213,31,28
3n86,5.638272285461426,5.857120990753174,,0.218848705291748,0.218848705291748,39,36
3n87,4.958607196807861,5.5637736320495605,,0.6051664352416992,0.6051664352416992,43,37
3nc4,4.575118541717529,3.1244966983795166,,-1.4506218433380127,1.4506218433380127,43,38
3nf7,3.4685211181640625,4.76065731048584,,1.2921361923217771,1.2921361923217771,35,26
3nf9,3.537601947784424,5.923666000366211,,2.386064052581787,2.386064052581787,35,20
3njq,4.886056423187256,6.13737678527832,,1.2513203620910645,1.2513203620910645,59,22
3np9,4.400116920471191,5.334947109222412,,0.9348301887512208,0.9348301887512208,38,34
3ntp,4.92081880569458,6.450121879577637,,1.5293030738830566,1.5293030738830566,59,24
3nuy,3.462180852890014,4.985602378845215,,1.5234215259552002,1.5234215259552002,17,19
3nzx,5.1674909591674805,6.54886531829834,,1.3813743591308594,1.3813743591308594,102,42
3o0g,6.221848964691162,5.573036193847656,,-0.6488127708435059,0.6488127708435059,36,28
3o0j,7.187086582183838,8.636444091796875,,1.449357509613037,1.449357509613037,30,26
3o1e,5.744727611541748,5.304566860198975,,-0.4401607513427734,0.4401607513427734,183,37
3o4l,5.091515064239502,5.39666485786438,0.25302641339902976,0.3051497936248779,0.3051497936248779,135,76
3o5n,4.764471530914307,5.932659149169922,,1.1681876182556152,1.1681876182556152,35,16
3o75,6.679853916168213,5.205333232879639,,-1.4745206832885742,1.4745206832885742,27,28
3o99,10.823908805847168,7.949832916259766,,-2.8740758895874023,2.8740758895874023,78,43
3o9b,12.301030158996582,10.63815975189209,,-1.6628704071044922,1.6628704071044922,80,42
3o9f,12.698969841003418,9.836074829101562,,-2.8628950119018555,2.8628950119018555,83,44
3o9h,12.09691047668457,8.460052490234375,,-3.6368579864501953,3.6368579864501953,82,44
3o9i,11.823908805847168,8.440258026123047,,-3.383650779724121,3.383650779724121,81,43
3oaf,8.795880317687988,6.412786483764648,,-2.38309383392334,2.38309383392334,34,25
3oay,1.6989699602127075,4.770073413848877,0.006629530683369587,3.0711034536361694,3.0711034536361694,24,20
3odi,7.823908805847168,6.72296953201294,,-1.1009392738342283,1.1009392738342283,197,33
3odl,7.214670181274414,6.548095226287842,,-0.6665749549865723,0.6665749549865723,197,31
3oe5,6.879426002502441,6.737193584442139,,-0.1422324180603027,0.1422324180603027,50,37
3oev,8.130767822265625,6.943274021148682,0.6196906485094613,-1.1874938011169434,1.1874938011169434,80,38
3ogp,7.443697452545166,8.946359634399414,,1.502662181854248,1.502662181854248,75,42
3ogq,7.522878646850586,8.099958419799805,,0.5770797729492188,0.5770797729492188,94,45
3oil,5.677780628204346,7.243207454681396,,1.5654268264770508,1.5654268264770508,55,28
3oj8,8.356547355651855,6.852108955383301,,-1.504438400268555,1.504438400268555,50,41
3oku,6.356547355651856,7.236085891723633,,0.8795385360717773,0.8795385360717773,53,29
3okv,6.229147911071777,7.444269180297852,,1.2151212692260742,1.2151212692260742,53,28
3old,5.90139102935791,6.92691707611084,,1.0255260467529297,1.0255260467529297,127,45
3oli,7.380906581878662,5.727097034454346,,-1.6538095474243164,1.6538095474243164,147,47
3oob,4.665546417236328,5.074517250061035,0.20787500035149112,0.40897083282470703,0.40897083282470703,51,7
3opr,6.585026741027832,7.156185150146484,,0.5711584091186523,0.5711584091186523,41,22
3orn,9.619789123535156,7.199507236480713,0.12111929536048559,-2.4202818870544434,2.4202818870544434,51,42
3os3,6.628931999206543,6.876264572143555,,0.2473325729370117,0.2473325729370117,52,42
3osw,6.15490198135376,6.974920749664307,,0.8200187683105469,0.8200187683105469,33,32
3otx,4.531652450561523,5.519420862197876,0.10070298243362551,0.9877684116363525,0.9877684116363525,81,66
3ove,6.568636417388916,5.326913833618164,,-1.241722583770752,1.241722583770752,70,25
3ovn,2.552841901779175,5.26198148727417,,2.709139585494995,2.709139585494995,21,20
3owb,7.721246242523193,6.899958610534668,,-0.8212876319885254,0.8212876319885254,46,36
3oy0,7.995678424835205,7.149208068847656,,-0.8464703559875488,0.8464703559875488,45,27
3oy1,7.79587984085083,7.092809677124023,,-0.7030701637268066,0.7030701637268066,66,38
3oys,8.045757293701172,7.158386707305908,,-0.8873705863952637,0.8873705863952637,34,24
3ozg,9.187087059020996,6.326809883117676,,-2.8602771759033203,2.8602771759033203,38,33
3ozj,5.113509178161621,6.908510684967041,,1.79500150680542,1.79500150680542,42,27
3ozp,6.619788646697998,7.248738765716553,,0.6289501190185547,0.6289501190185547,44,24
3ozs,5.333014488220215,6.33495569229126,,1.001941204071045,1.001941204071045,50,33
3p23,4.4202165603637695,5.734838962554932,,1.314622402191162,1.314622402191162,39,30
3p3g,9.74472713470459,8.576482772827148,,-1.1682443618774414,1.1682443618774414,45,38
3p3h,7.443697452545166,7.773847579956055,,0.3301501274108886,0.3301501274108886,42,25
3p3r,7.251424312591553,5.7855095863342285,,-1.4659147262573242,1.4659147262573242,28,29
3p3s,7.585026741027832,5.795867443084717,,-1.7891592979431152,1.7891592979431152,28,27
3p3t,7.237246513366699,8.133524894714355,,0.8962783813476562,0.8962783813476562,35,31
3p3u,6.482672214508057,8.01688289642334,,1.5342106819152832,1.5342106819152832,33,28
3p50,4.619788646697998,6.609265804290772,,1.9894771575927732,1.9894771575927732,31,18
3p55,7.096909999847412,6.945313453674316,,-0.1515965461730957,0.1515965461730957,42,23
3p76,8.677781105041504,6.283571243286133,,-2.394209861755371,2.394209861755371,58,37
3p78,6.958607196807861,7.029601097106934,,0.0709939002990722,0.0709939002990722,60,33
3p7a,6.28399658203125,7.720736503601074,,1.4367399215698242,1.4367399215698242,58,30
3p7i,7.701147079467773,3.311952352523804,,-4.38919472694397,4.38919472694397,15,21
3p8o,8.723538398742676,6.661181449890137,,-2.062356948852539,2.062356948852539,106,35
3p9h,5.06048059463501,5.536897659301758,,0.476417064666748,0.476417064666748,156,32
3p9t,6.200659275054932,5.0147387981414795,0.1952515134602962,-1.1859204769134521,1.1859204769134521,24,25
3pb7,5.740644931793213,7.233294486999512,,1.4926495552062988,1.4926495552062988,43,25
3pbb,7.022276401519775,6.4348464012146,,-0.5874300003051758,0.5874300003051758,43,25
3pdq,6.744727611541748,4.875881195068359,,-1.868846416473389,1.868846416473389,35,26
3pgu,6.698969841003418,5.927135944366455,0.42867188728163425,-0.7718338966369629,0.7718338966369629,30,30
3pix,7.0,6.582329750061035,,-0.4176702499389648,0.4176702499389648,56,28
3pj3,5.251811981201172,7.792410373687744,,2.5405983924865723,2.5405983924865723,59,39
3pj8,7.397940158843994,6.546365737915039,,-0.8515744209289551,0.8515744209289551,52,36
3pjt,4.882728576660156,5.28036642074585,,0.3976378440856933,0.3976378440856933,70,40
3pju,4.882728576660156,5.26241135597229,0.022402904444874656,0.3796827793121338,0.3796827793121338,70,40
3pkd,6.119186401367188,5.994815826416016,,-0.1243705749511718,0.1243705749511718,58,37
3pkn,4.6575775146484375,5.976127624511719,,1.3185501098632812,1.3185501098632812,187,33
3plu,5.77211332321167,6.07670259475708,,0.3045892715454101,0.3045892715454101,274,20
3pm1,5.9281182289123535,5.368058681488037,,-0.5600595474243164,0.5600595474243164,44,26
3pn4,6.853871822357178,7.292491436004639,,0.4386196136474609,0.4386196136474609,62,28
3po6,7.058985710144043,6.918493270874023,,-0.1404924392700195,0.1404924392700195,37,25
3poa,7.0,5.542949676513672,,-1.457050323486328,1.457050323486328,114,18
3ppo,5.301030158996582,5.113168239593506,,-0.1878619194030761,0.1878619194030761,24,25
3ppp,5.221848964691162,3.4624783992767334,,-1.7593705654144287,1.7593705654144287,19,18
3ppq,4.552842140197754,4.899972438812256,0.04999560322798676,0.3471302986145019,0.3471302986145019,21,18
3prs,7.823908805847168,7.326594114303589,0.3782591988407837,-0.4973146915435791,0.4973146915435791,98,43
3prz,7.585026741027832,6.565165042877197,,-1.0198616981506348,1.0198616981506348,33,29
3ps1,10.173925399780272,7.234104156494141,1.7332645312509867,-2.939821243286133,2.939821243286133,47,34
3psb,8.522878646850586,7.87631630897522,1.4348645066190688,-0.6465623378753662,1.0146024227142334,43,32
3ptg,7.602059841156006,6.011146545410156,,-1.5909132957458496,1.5909132957458496,44,31
3pvw,7.267606258392334,8.288166046142578,,1.020559787750244,1.020559787750244,57,36
3pxf,4.431798458099365,6.0845441818237305,,1.6527457237243652,1.6527457237243652,33,24
3py0,6.886056423187256,6.200428485870361,,-0.6856279373168945,0.6856279373168945,29,24
3py1,6.886056423187256,5.395013809204102,,-1.4910426139831543,1.4910426139831543,29,27
3pz1,6.140261650085449,5.632514953613281,,-0.507746696472168,0.507746696472168,68,24
3q2a,5.301030158996582,5.739162921905518,,0.4381327629089355,0.4381327629089355,16,24
3q2m,3.798602819442749,5.5857508182525635,0.02671469563493316,1.7871479988098145,1.7871479988098145,31,17
3q3b,7.764471530914307,6.576765537261963,,-1.1877059936523438,1.1877059936523438,35,26
3q3k,8.130767822265625,7.10670804977417,,-1.024059772491455,1.024059772491455,52,36
3q3t,7.431798458099365,8.702710151672363,,1.270911693572998,1.270911693572998,76,36
3q44,6.30980396270752,8.391743659973145,,2.081939697265625,2.081939697265625,60,37
3q4c,6.431798458099365,8.519577980041504,,2.0877795219421387,2.0877795219421387,50,17
3q6s,6.744727611541748,5.724344253540039,0.461157329414679,-1.020383358001709,1.020383358001709,282,40
3q7p,5.802995204925537,4.404337406158447,,-1.3986577987670898,1.3986577987670898,46,24
3q8h,4.15490198135376,5.222574710845947,,1.0676727294921875,1.0676727294921875,45,35
3q92,7.92081880569458,6.367461204528809,,-1.5533576011657717,1.5533576011657717,57,35
3q96,8.537602424621582,7.6152143478393555,,-0.9223880767822266,0.9223880767822266,69,39
3qa2,6.677780628204346,7.640659809112549,,0.9628791809082032,0.9628791809082032,56,33
3qai,8.09691047668457,6.92899227142334,,-1.1679182052612305,1.1679182052612305,58,35
3qak,8.3233060836792,8.795525550842285,,0.4722194671630859,0.4722194671630859,104,46
3qaq,7.0,7.181769371032715,,0.1817693710327148,0.1817693710327148,42,31
3qbh,6.823908805847168,7.0779595375061035,0.9258084639835171,0.25405073165893555,0.6546454429626465,79,44
3qbn,8.229147911071777,8.440101623535156,,0.2109537124633789,0.2109537124633789,42,29
