pdb_id,true_affinity,predicted_affinity,residual,absolute_error,squared_error,run,abs_error
2yi5,7.408935546875,6.546804428100586,-0.8621311187744141,0.8621311187744141,0.7432700659592228,run_054,0.8621311187744141
3p7a,6.28399658203125,7.5103230476379395,1.2263264656066895,1.2263264656066897,1.503876600247395,run_054,1.2263264656066895
3arw,6.15490198135376,5.295548439025879,-0.8593535423278809,0.8593535423278809,0.7384885107114769,run_054,0.8593535423278809
3r0i,6.92081880569458,5.061683177947998,-1.859135627746582,1.859135627746582,3.4563852823566776,run_054,1.859135627746582
3atl,4.764471530914307,3.360520601272583,-1.4039509296417236,1.4039509296417236,1.97107821284186,run_054,1.4039509296417236
2xj2,7.180456161499023,7.243909358978271,0.06345319747924716,0.063453197479248,0.0040263082703404,run_054,0.06345319747924716
3ayd,4.187086582183838,3.866637706756592,-0.3204488754272461,0.3204488754272461,0.1026874817625866,run_054,0.3204488754272461
2xhs,6.004364967346191,5.681044101715088,-0.3233208656311035,0.3233208656311035,0.1045363821524461,run_054,0.3233208656311035
3rv6,4.677780628204346,4.309744358062744,-0.36803627014160156,0.3680362701416015,0.1354506961397419,run_054,0.36803627014160156
3arf,7.193819999694824,6.24958086013794,-0.9442391395568839,0.9442391395568848,0.8915875526711261,run_054,0.9442391395568839
3qi3,3.7846269607543945,6.99702262878418,3.212395668029785,3.212395668029785,10.31948592797653,run_054,3.212395668029785
2ya7,3.142667531967163,4.719121932983398,1.5764544010162354,1.5764544010162354,2.4852084784834574,run_054,1.5764544010162354
2xzc,5.638272285461426,6.572237491607666,0.9339652061462402,0.9339652061462402,0.872291006291789,run_054,0.9339652061462402
3rqg,4.638272285461426,4.278024196624756,-0.3602480888366699,0.3602480888366699,0.1297786855104732,run_054,0.3602480888366699
3arr,5.397940158843994,4.978568077087402,-0.4193720817565918,0.4193720817565918,0.1758729429568575,run_054,0.4193720817565918
3rul,6.853871822357178,3.702098608016968,-3.1517732143402095,3.15177321434021,9.93367439463242,run_054,3.1517732143402095
3q2a,5.301030158996582,4.79445219039917,-0.5065779685974121,0.5065779685974121,0.2566212382682806,run_054,0.5065779685974121
2y07,6.221848964691162,5.607248783111572,-0.6146001815795898,0.6146001815795898,0.3777333831976648,run_054,0.6146001815795898
3qt6,5.3665313720703125,4.606326580047607,-0.7602047920227051,0.7602047920227051,0.5779113258142843,run_054,0.7602047920227051
3qg6,9.136676788330078,6.1200337409973145,-3.0166430473327637,3.016643047332764,9.100135275021104,run_054,3.0166430473327637
2l8j,5.522878646850586,4.937860488891602,-0.5850181579589844,0.5850181579589844,0.3422462451417232,run_054,0.5850181579589844
3r6c,4.721246242523193,5.784326076507568,1.063079833984375,1.063079833984375,1.1301387334242463,run_054,1.063079833984375
3qti,7.853871822357178,6.639647960662842,-1.214223861694336,1.214223861694336,1.4743395863079058,run_054,1.214223861694336
2yj9,7.022276401519775,6.98716402053833,-0.03511238098144531,0.0351123809814453,0.0012328792981861,run_054,0.03511238098144531
3p3r,7.251424312591553,5.048660755157471,-2.202763557434082,2.202763557434082,4.852167289959652,run_054,2.202763557434082
3muz,3.4559319019317627,5.168554782867432,1.712622880935669,1.712622880935669,2.9330771323043905,run_054,1.712622880935669
2yaz,5.136677265167236,4.43915605545044,-0.697521209716796,0.6975212097167969,0.4865358380047837,run_054,0.697521209716796
3m94,5.07572078704834,4.60678243637085,-0.46893835067749023,0.4689383506774902,0.2199031767361248,run_054,0.46893835067749023
3rup,1.568636178970337,3.5638303756713867,1.9951941967010498,1.9951941967010496,3.9807998825495474,run_054,1.9951941967010498
3q2m,3.798602819442749,4.572813510894775,0.7742106914520264,0.7742106914520264,0.5994021947586248,run_054,0.7742106914520264
3pn4,6.853871822357178,7.122526168823242,0.26865434646606445,0.2686543464660644,0.0721751578751082,run_054,0.26865434646606445
3q6s,6.744727611541748,6.846179008483887,0.10145139694213867,0.1014513969421386,0.0102923859415113,run_054,0.10145139694213867
2y7i,5.537601947784424,5.248504161834717,-0.28909778594970703,0.289097785949707,0.0835775298410226,run_054,0.28909778594970703
3orn,9.619789123535156,7.734923362731934,-1.8848657608032227,1.8848657608032229,3.552718936248312,run_054,1.8848657608032227
2loz,4.062983989715576,5.339945316314697,1.276961326599121,1.276961326599121,1.6306302296297872,run_054,1.276961326599121
3p78,6.958607196807861,5.954885005950928,-1.0037221908569336,1.0037221908569336,1.0074582364186426,run_054,1.0037221908569336
3o4l,5.091515064239502,5.167405605316162,0.07589054107666016,0.0758905410766601,0.0057593742249082,run_054,0.07589054107666016
2ycm,3.5622494220733643,6.342588424682617,2.780339002609253,2.780339002609253,7.730284969430215,run_054,2.780339002609253
2yak,8.698969841003418,6.963902950286865,-1.7350668907165527,1.7350668907165527,3.010457115260806,run_054,1.7350668907165527
2xiy,2.443697452545166,6.877463340759277,4.433765888214111,4.433765888214111,19.658279951491068,run_054,4.433765888214111
2lsp,3.5622494220733643,6.335758209228516,2.7735087871551514,2.773508787155152,7.692350992426839,run_054,2.7735087871551514
2lsv,5.266802787780762,4.5963664054870605,-0.6704363822937012,0.6704363822937012,0.4494849427030658,run_054,0.6704363822937012
3mbz,5.79587984085083,5.671497821807861,-0.12438201904296875,0.1243820190429687,0.0154708866612054,run_054,0.12438201904296875
3p3s,7.585026741027832,5.7069621086120605,-1.8780646324157715,1.8780646324157717,3.527126763530987,run_054,1.8780646324157715
2x6y,4.585026741027832,4.330677509307861,-0.2543492317199707,0.2543492317199707,0.0646935316765393,run_054,0.2543492317199707
3oj8,8.356547355651855,6.906391620635986,-1.4501557350158691,1.4501557350158691,2.102951655799416,run_054,1.4501557350158691
3rbq,6.267606258392334,4.925304412841797,-1.342301845550537,1.342301845550537,1.801774244568378,run_054,1.342301845550537
3qch,5.481485843658447,6.203786373138428,0.7223005294799805,0.7223005294799805,0.5217180548870601,run_054,0.7223005294799805
3pvw,7.267606258392334,7.849550724029541,0.581944465637207,0.581944465637207,0.3386593610857744,run_054,0.581944465637207
2xm1,5.070580959320068,5.243553638458252,0.1729726791381836,0.1729726791381836,0.029919547728241,run_054,0.1729726791381836
3qc4,8.698969841003418,6.549211025238037,-2.149758815765381,2.149758815765381,4.621462965960973,run_054,2.149758815765381
2xx2,7.301030158996582,7.17129373550415,-0.12973642349243164,0.1297364234924316,0.0168315395806075,run_054,0.12973642349243164
2ybk,4.619788646697998,4.743911743164063,0.12412309646606534,0.1241230964660644,0.0154065430763239,run_054,0.12412309646606534
2ydv,7.86012077331543,6.050532817840576,-1.8095879554748535,1.8095879554748533,3.2746085685996604,run_054,1.8095879554748535
2yix,8.481486320495605,7.087814331054688,-1.393671989440917,1.393671989440918,1.9423216141522064,run_054,1.393671989440917
3qci,5.4202165603637695,6.577473163604736,1.1572566032409668,1.1572566032409668,1.3392428457448204,run_054,1.1572566032409668
2lnw,5.853871822357178,4.9424028396606445,-0.9114689826965332,0.9114689826965332,0.8307757064178531,run_054,0.9114689826965332
2xno,5.9281182289123535,6.08549690246582,0.1573786735534668,0.1573786735534668,0.0247680468894486,run_054,0.1573786735534668
3pju,4.882728576660156,5.242149353027344,0.3594207763671875,0.3594207763671875,0.1291832944843918,run_054,0.3594207763671875
3que,8.823908805847168,7.566236972808838,-1.25767183303833,1.25767183303833,1.5817384396179932,run_055,1.25767183303833
3q92,7.92081880569458,6.570006847381592,-1.3508119583129883,1.3508119583129885,1.8246929467213704,run_055,1.3508119583129883
2y56,6.508638381958008,7.260497570037842,0.751859188079834,0.751859188079834,0.5652922387000672,run_055,0.751859188079834
3plu,5.77211332321167,6.511477470397949,0.7393641471862793,0.7393641471862793,0.5466593421444941,run_055,0.7393641471862793
3qem,7.221848964691162,7.143503189086914,-0.07834577560424805,0.078345775604248,0.0061380605550311,run_055,0.07834577560424805
3r0i,6.92081880569458,6.452450752258301,-0.4683680534362793,0.4683680534362793,0.2193686334796893,run_055,0.4683680534362793
2lsv,5.266802787780762,5.161871433258057,-0.10493135452270508,0.104931354522705,0.0110105891619696,run_055,0.10493135452270508
3o75,6.679853916168213,5.323691368103027,-1.3561625480651855,1.3561625480651855,1.8391768567746567,run_055,1.3561625480651855
3axm,5.070580959320068,4.818016052246094,-0.2525649070739746,0.2525649070739746,0.0637890322852854,run_055,0.2525649070739746
3m94,5.07572078704834,5.267269611358643,0.19154882431030273,0.1915488243103027,0.0366909520946592,run_055,0.19154882431030273
3ps1,10.173925399780272,6.9798359870910645,-3.194089412689207,3.194089412689209,10.202207176253296,run_055,3.194089412689207
3o9h,12.09691047668457,8.69982624053955,-3.3970842361450195,3.3970842361450195,11.54018130746499,run_055,3.3970842361450195
3ntp,4.92081880569458,6.260724067687988,1.3399052619934082,1.3399052619934082,1.795346111117624,run_055,1.3399052619934082
3qxh,5.236571788787842,5.368630886077881,0.13205909729003906,0.132059097290039,0.01743960517706,run_055,0.13205909729003906
3ral,7.0,6.030523300170898,-0.9694766998291016,0.9694766998291016,0.939885071511526,run_055,0.9694766998291016
3p50,4.619788646697998,7.511812686920166,2.892024040222168,2.892024040222168,8.363803049222952,run_055,2.892024040222168
3prs,7.823908805847168,8.141095161437988,0.3171863555908203,0.3171863555908203,0.1006071841729863,run_055,0.3171863555908203
3qri,9.09691047668457,7.043449878692627,-2.0534605979919434,2.053460597991944,4.21670042750543,run_055,2.0534605979919434
3pjt,4.882728576660156,5.586048603057861,0.7033200263977051,0.7033200263977051,0.4946590595320685,run_055,0.7033200263977051
3ogq,7.522878646850586,8.336316108703613,0.8134374618530273,0.8134374618530273,0.6616805043458953,run_055,0.8134374618530273
3pxf,4.431798458099365,5.396240711212158,0.964442253112793,0.964442253112793,0.9301488595892806,run_055,0.964442253112793
3mqf,5.2441253662109375,5.00998592376709,-0.23413944244384766,0.2341394424438476,0.0548212785079158,run_055,0.23413944244384766
3o99,10.823908805847168,8.507455825805664,-2.316452980041504,2.316452980041504,5.365954408743164,run_055,2.316452980041504
3pm1,5.9281182289123535,5.806477546691895,-0.1216406822204581,0.1216406822204589,0.0147964555710586,run_055,0.1216406822204581
3rkz,7.08092212677002,7.669662952423096,0.5887408256530753,0.5887408256530762,0.3466157597906658,run_055,0.5887408256530753
3rbu,9.431797981262209,5.637089729309082,-3.7947082519531268,3.794708251953125,14.399810717441142,run_055,3.7947082519531268
3iaw,5.804100513458252,7.356500148773193,1.5523996353149414,1.5523996353149414,2.409944627725963,run_055,1.5523996353149414
2lcs,6.698969841003418,6.5303826332092285,-0.16858720779418945,0.1685872077941894,0.0284216466318412,run_055,0.16858720779418945
2ypp,4.408935546875,6.364645481109619,1.9557099342346191,1.9557099342346191,3.8248013468639774,run_055,1.9557099342346191
3qti,7.853871822357178,6.271386623382568,-1.5824851989746094,1.5824851989746094,2.504259404973709,run_055,1.5824851989746094
3otx,4.531652450561523,5.926516056060791,1.3948636054992676,1.3948636054992676,1.9456444779464164,run_055,1.3948636054992676
3oay,1.6989699602127075,4.825432300567627,3.1264623403549194,3.1264623403549194,9.77476676565756,run_055,3.1264623403549194
3pju,4.882728576660156,5.59979248046875,0.7170639038085938,0.7170639038085938,0.5141806421452202,run_055,0.7170639038085938
3p8o,8.723538398742676,7.322464942932129,-1.4010734558105469,1.4010734558105469,1.9630068285769084,run_055,1.4010734558105469
3qup,6.32239294052124,6.996997356414795,0.6746044158935547,0.6746044158935547,0.4550911179430841,run_055,0.6746044158935547
2y82,8.397939682006836,7.687905311584473,-0.7100343704223633,0.7100343704223633,0.5041488071810818,run_055,0.7100343704223633
3np9,4.400116920471191,6.153499126434326,1.7533822059631348,1.7533822059631348,3.0743491601881487,run_055,1.7533822059631348
3qs5,4.707744121551514,6.715891361236572,2.0081472396850586,2.0081472396850586,4.03265533625472,run_055,2.0081472396850586
3o9i,11.823908805847168,8.62840747833252,-3.1955013275146484,3.1955013275146484,10.21122873414788,run_055,3.1955013275146484
3arv,5.638272285461426,5.17306661605835,-0.46520566940307617,0.4652056694030761,0.2164163148447642,run_055,0.46520566940307617
2yne,8.568635940551758,6.836673259735107,-1.7319626808166504,1.7319626808166504,2.9996947277415984,run_055,1.7319626808166504
3rw9,5.958607196807861,6.255622863769531,0.2970156669616699,0.2970156669616699,0.0882183064206856,run_055,0.2970156669616699
2lty,5.376750946044922,5.754940986633301,0.3781900405883789,0.3781900405883789,0.1430277068002396,run_055,0.3781900405883789
3qxv,8.397939682006836,6.162684440612793,-2.235255241394043,2.235255241394043,4.996365994179541,run_055,2.235255241394043
3n7h,4.50445556640625,7.380382061004639,2.8759264945983887,2.8759264945983887,8.270953202332976,run_055,2.8759264945983887
2yi7,8.318758964538574,7.991950511932373,-0.32680845260620117,0.3268084526062011,0.1068037646948596,run_055,0.32680845260620117
3nf9,3.537601947784424,5.362897396087647,1.8252954483032235,1.8252954483032229,3.3317034735964626,run_055,1.8252954483032235
3oy1,7.79587984085083,7.651843547821045,-0.14403629302978516,0.1440362930297851,0.0207464537097621,run_055,0.14403629302978516
3mmf,7.431798458099365,6.883524894714356,-0.5482735633850089,0.5482735633850098,0.3006039003068963,run_055,0.5482735633850089
3rj7,7.596879482269287,6.746812343597412,-0.850067138671875,0.850067138671875,0.7226141402497888,run_055,0.850067138671875
2yln,7.677780628204346,5.931207180023193,-1.7465734481811523,1.7465734481811523,3.0505188098914005,run_055,1.7465734481811523
2ll6,10.0,5.994283676147461,-4.005716323852539,4.005716323852539,16.0457632671787,run_055,4.005716323852539
3rhx,6.07572078704834,6.465325832366943,0.3896050453186035,0.3896050453186035,0.1517920913377111,run_055,0.3896050453186035
3qpp,7.92081880569458,7.472801208496094,-0.44801759719848633,0.4480175971984863,0.2007197673995051,run_055,0.44801759719848633
2xrw,5.148741722106934,6.784371852874756,1.6356301307678223,1.6356301307678225,2.675285924675564,run_055,1.6356301307678223
2xxn,6.408935546875,5.580751419067383,-0.8281841278076172,0.8281841278076172,0.6858889495524636,run_055,0.8281841278076172
3prz,7.585026741027832,7.306506633758545,-0.2785201072692871,0.2785201072692871,0.0775734501532952,run_055,0.2785201072692871
2xhs,6.004364967346191,5.805450439453125,-0.1989145278930664,0.1989145278930664,0.0395669894069214,run_055,0.1989145278930664
2lzg,7.77211332321167,7.325601100921631,-0.44651222229003906,0.446512222290039,0.1993731646543892,run_055,0.44651222229003906
3rt4,8.795880317687988,4.942868709564209,-3.8530116081237793,3.8530116081237793,14.845698452336592,run_055,3.8530116081237793
2xm1,5.070580959320068,5.095849514007568,0.0252685546875,0.0252685546875,0.0006384998559951,run_055,0.0252685546875
3muz,3.4559319019317627,6.456570625305176,3.000638723373413,3.000638723373413,9.003832748208026,run_055,3.000638723373413
3qaq,7.0,7.587954044342041,0.587954044342041,0.587954044342041,0.3456899582581627,run_055,0.587954044342041
2yq6,7.346787452697754,5.980062961578369,-1.3667244911193848,1.3667244911193848,1.8679358346255408,run_055,1.3667244911193848
2l8j,5.522878646850586,5.203390598297119,-0.3194880485534668,0.3194880485534668,0.1020726131685023,run_055,0.3194880485534668
2n27,6.552842140197754,7.088479518890381,0.535637378692627,0.535637378692627,0.2869074014527086,run_055,0.535637378692627
3ay9,8.341988563537598,5.270695686340332,-3.0712928771972656,3.0712928771972656,9.432839937522658,run_055,3.0712928771972656
3p55,7.096909999847412,6.867709636688232,-0.2292003631591797,0.2292003631591797,0.0525328064722998,run_055,0.2292003631591797
3r88,4.823908805847168,5.19442081451416,0.3705120086669922,0.3705120086669922,0.1372791485664493,run_055,0.3705120086669922
3rwc,8.119186401367188,5.8036956787109375,-2.31549072265625,2.31549072265625,5.361497286707163,run_055,2.31549072265625
3qkd,8.376750946044922,6.664708614349365,-1.7120423316955566,1.7120423316955566,2.9310889455175584,run_055,1.7120423316955566
3mrv,3.744727611541748,4.82168436050415,1.0769567489624023,1.0769567489624023,1.159835839135667,run_055,1.0769567489624023
3rhk,6.261219501495361,6.582616806030273,0.3213973045349121,0.3213973045349121,0.103296227362307,run_055,0.3213973045349121
2l65,4.221848964691162,6.1145219802856445,1.8926730155944824,1.8926730155944824,3.582211143959512,run_055,1.8926730155944824
2y1n,4.7695512771606445,5.4600372314453125,0.690485954284668,0.690485954284668,0.4767708530644086,run_055,0.690485954284668
2ydw,7.337242126464844,6.583744049072266,-0.7534980773925781,0.7534980773925781,0.5677593526343117,run_055,0.7534980773925781
3q2m,3.798602819442749,5.656814098358154,1.8582112789154053,1.8582112789154053,3.452949157088426,run_055,1.8582112789154053
3arb,6.630784034729004,6.671258926391602,0.040474891662597656,0.0404748916625976,0.001638216855099,run_055,0.040474891662597656
3orn,9.619789123535156,7.6569905281066895,-1.9627985954284668,1.9627985954284668,3.852578326215962,run_055,1.9627985954284668
3arg,7.259637355804443,6.508199214935303,-0.7514381408691406,0.7514381408691406,0.5646592795528704,run_055,0.7514381408691406
2xv1,5.987162590026856,4.478338718414307,-1.5088238716125497,1.5088238716125488,2.276549475547881,run_055,1.5088238716125497
2y07,6.221848964691162,5.896625518798828,-0.325223445892334,0.325223445892334,0.1057702897580838,run_055,0.325223445892334
3rwe,7.366531372070312,5.639969825744629,-1.7265615463256827,1.7265615463256836,2.981014773250536,run_055,1.7265615463256827
3r17,6.408935546875,6.906612873077393,0.4976773262023926,0.4976773262023926,0.2476827210159626,run_055,0.4976773262023926
3arr,5.397940158843994,5.479791641235352,0.08185148239135742,0.0818514823913574,0.0066996651696626,run_055,0.08185148239135742
3aqt,6.721246242523193,4.786956310272217,-1.9342899322509766,1.9342899322509768,3.741477542007488,run_055,1.9342899322509766
3os3,6.628931999206543,7.308308124542236,0.6793761253356934,0.6793761253356934,0.4615519196761397,run_055,0.6793761253356934
3oev,8.130767822265625,6.674490451812744,-1.4562773704528809,1.4562773704528809,2.120743779693157,run_055,1.4562773704528809
3ayc,4.2441253662109375,4.428639888763428,0.18451452255249023,0.1845145225524902,0.0340456090327734,run_055,0.18451452255249023
2lwi,3.1118204593658447,4.66589879989624,1.5540783405303955,1.5540783405303955,2.415159488505708,run_055,1.5540783405303955
3r7n,6.148741722106934,5.656673908233643,-0.492067813873291,0.492067813873291,0.2421307334500397,run_055,0.492067813873291
3re4,7.397940158843994,6.022571086883545,-1.3753690719604492,1.3753690719604492,1.8916400841053476,run_055,1.3753690719604492
3qyy,5.083019733428955,6.103137493133545,1.0201177597045898,1.0201177597045898,1.0406402436647113,run_055,1.0201177597045898
2xn6,8.795880317687988,5.809473991394043,-2.9864063262939453,2.9864063262939453,8.918622745728499,run_055,2.9864063262939453
2yig,7.100179672241211,7.158661365509033,0.058481693267822266,0.0584816932678222,0.0034201084474716,run_055,0.058481693267822266
3ll8,6.397940158843994,5.51049280166626,-0.8874473571777344,0.8874473571777344,0.7875628117617453,run_055,0.8874473571777344
3qiz,5.214670181274414,7.053918361663818,1.8392481803894043,1.8392481803894043,3.3828338690657347,run_055,1.8392481803894043
2x6y,4.585026741027832,5.54552173614502,0.9604949951171884,0.9604949951171876,0.922550635645166,run_055,0.9604949951171884
2yiq,7.897223472595215,7.117088794708252,-0.7801346778869629,0.7801346778869629,0.6086101156417953,run_055,0.7801346778869629
2mg5,6.15490198135376,6.609883785247803,0.45498180389404297,0.4549818038940429,0.2070084418746773,run_055,0.45498180389404297
3qxh,5.236571788787842,4.582126617431641,-0.6544451713562012,0.6544451713562012,0.4282984823114475,run_056,0.6544451713562012
3oob,4.665546417236328,5.16700553894043,0.5014591217041016,0.5014591217041016,0.2514612507402489,run_056,0.5014591217041016
2xpc,3.903090000152588,5.512884616851807,1.6097946166992188,1.6097946166992188,2.5914387079537846,run_056,1.6097946166992188
2y2p,4.698969841003418,5.747570037841797,1.048600196838379,1.048600196838379,1.099562372809487,run_056,1.048600196838379
3ri1,5.301030158996582,7.562270641326904,2.2612404823303223,2.2612404823303223,5.1132085189294685,run_056,2.2612404823303223
2y5k,6.6575775146484375,7.627616882324219,0.9700393676757812,0.9700393676757812,0.9409763748408296,run_056,0.9700393676757812
2ynn,5.1674909591674805,5.3712921142578125,0.20380115509033203,0.203801155090332,0.0415349108161535,run_056,0.20380115509033203
3ama,6.527243614196777,6.074859619140625,-0.45238399505615234,0.4523839950561523,0.2046512789829648,run_056,0.45238399505615234
3orn,9.619789123535156,8.550758361816406,-1.06903076171875,1.06903076171875,1.1428267695009708,run_056,1.06903076171875
3r9d,4.148741722106934,5.905466556549072,1.7567248344421387,1.756724834442139,3.0860821439457595,run_056,1.7567248344421387
3hau,6.376750946044922,7.231363296508789,0.8546123504638672,0.8546123504638672,0.7303622695653758,run_056,0.8546123504638672
3oev,8.130767822265625,7.768653869628906,-0.36211395263671875,0.3621139526367187,0.1311265146941878,run_056,0.36211395263671875
2mwy,6.823908805847168,4.960314750671387,-1.8635940551757812,1.8635940551757808,3.472982802486513,run_056,1.8635940551757812
3qcq,6.801342964172363,7.405210018157959,0.6038670539855957,0.6038670539855957,0.3646554188892423,run_056,0.6038670539855957
3njq,4.886056423187256,7.391304969787598,2.505248546600342,2.505248546600342,6.276270280243125,run_056,2.505248546600342
3rlr,7.522878646850586,6.920248985290527,-0.6026296615600586,0.6026296615600586,0.3631625089919907,run_056,0.6026296615600586
2y4s,6.15490198135376,4.6156744956970215,-1.5392274856567383,1.5392274856567385,2.3692212526011645,run_056,1.5392274856567383
3ay0,3.0409586429595947,4.073862552642822,1.0329039096832275,1.0329039096832275,1.066890486638897,run_056,1.0329039096832275
2x85,3.8894102573394775,6.099959850311279,2.2105495929718018,2.2105495929718018,4.886529502987798,run_056,2.2105495929718018
3aza,5.130768299102783,5.599667072296143,0.4688987731933594,0.4688987731933594,0.2198660595022374,run_056,0.4688987731933594
3osw,6.15490198135376,6.406242847442627,0.2513408660888672,0.2513408660888672,0.0631722309663018,run_056,0.2513408660888672
3ppo,5.301030158996582,6.616327285766602,1.3152971267700195,1.3152971267700195,1.7300065316894688,run_056,1.3152971267700195
2yak,8.698969841003418,8.243739128112793,-0.455230712890625,0.455230712890625,0.2072350019589066,run_056,0.455230712890625
2yga,4.610834121704102,5.711825847625732,1.1009917259216309,1.1009917259216309,1.2121827805478915,run_056,1.1009917259216309
3ms4,3.2804200649261475,4.434667110443115,1.1542470455169678,1.1542470455169678,1.332286242084649,run_056,1.1542470455169678
2lbv,7.585026741027832,4.758323192596436,-2.8267035484313956,2.8267035484313965,7.990252950714648,run_056,2.8267035484313956
2y2i,4.585026741027832,4.773748874664307,0.1887221336364746,0.1887221336364746,0.0356160437243033,run_056,0.1887221336364746
3mw1,9.086186408996582,7.485099792480469,-1.6010866165161133,1.6010866165161133,2.563478353587016,run_056,1.6010866165161133
3old,5.90139102935791,7.819243907928467,1.9178528785705566,1.9178528785705569,3.6781596638413694,run_056,1.9178528785705566
2xiz,3.886056661605835,5.621124744415283,1.7350680828094482,1.7350680828094482,3.0104612519840543,run_056,1.7350680828094482
